subj,prop,obj,question,answers_list
Max Fechner,occupation,politician,What is Max Fechner's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Augustine Steward,occupation,politician,What is Augustine Steward's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Guy Joseph Bonnet,occupation,major general,What is Guy Joseph Bonnet's occupation?,"['major general', 'major-general', 'MG', 'Maj.Gen.', 'M.Gen.', 'two-star general', 'Major general']"
Lewis J. Rachmil,occupation,film producer,What is Lewis J. Rachmil's occupation?,"['film producer', 'movie producer', 'producer']"
René Bégin,occupation,politician,What is René Bégin's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Robert Jonckheere,occupation,astronomer,What is Robert Jonckheere's occupation?,['astronomer']
Tracy Coogan,occupation,actor,What is Tracy Coogan's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Arafan Camara,occupation,politician,What is Arafan Camara's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
George Lewis,occupation,politician,What is George Lewis's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Louis O'Dea,occupation,politician,What is Louis O'Dea's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Guo Gengmao,occupation,politician,What is Guo Gengmao's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Jacques Monasch,occupation,politician,What is Jacques Monasch's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Sebaki Devi Das Tatma,occupation,politician,What is Sebaki Devi Das Tatma's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Robert Antoine,occupation,missionary,What is Robert Antoine's occupation?,"['missionary', 'Christian missionary']"
Howard Fowles,occupation,politician,What is Howard Fowles's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Julia de Asensi,occupation,journalist,What is Julia de Asensi's occupation?,"['journalist', 'journo', 'journalists']"
Đurđa Ivezić,occupation,actor,What is Đurđa Ivezić's occupation?,"['actor', 'actress', 'actors', 'actresses']"
"John Campbell, 3rd Earl of Breadalbane and Holland",occupation,diplomat,"What is John Campbell, 3rd Earl of Breadalbane and Holland's occupation?","['diplomat', 'politician', 'political leader', 'political figure', 'polit.', 'pol']"
Ya'akov Ahimeir,occupation,journalist,What is Ya'akov Ahimeir's occupation?,"['journalist', 'journo', 'journalists']"
James Anderson,occupation,physician,What is James Anderson's occupation?,"['physician', 'physicians', 'medical doctor', 'medical practitioner', 'doctor', 'medical doctors']"
Žarko Petan,occupation,film director,What is Žarko Petan's occupation?,"['film director', 'movie director', 'director', 'motion picture director', 'screenwriter', 'scenarist', 'writer', 'screen writer', 'script writer', 'scriptwriter']"
Akimasa Nakamura,occupation,astronomer,What is Akimasa Nakamura's occupation?,['astronomer']
Thomas Widdrington,occupation,politician,What is Thomas Widdrington's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Virginia Haviland,occupation,librarian,What is Virginia Haviland's occupation?,"['librarian', 'library staff']"
Heinrich Hofmann,occupation,composer,What is Heinrich Hofmann's occupation?,"['composer', 'pianist']"
Frances Josephy,occupation,politician,What is Frances Josephy's occupation?,"['journalist', 'journo', 'journalists', 'politician', 'political leader', 'political figure', 'polit.', 'pol']"
Edwin N. Hubbell,occupation,politician,What is Edwin N. Hubbell's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Ivan III Drašković,occupation,politician,What is Ivan III Drašković's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Jorge Traverso,occupation,journalist,What is Jorge Traverso's occupation?,"['journalist', 'journo', 'journalists']"
Mariví Bilbao,occupation,actor,What is Mariví Bilbao's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Gina Krog,occupation,politician,What is Gina Krog's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Arkady Chernetsky,occupation,politician,What is Arkady Chernetsky's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Shirley Palmer,occupation,actor,What is Shirley Palmer's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Paolo Pellizzari,occupation,photographer,What is Paolo Pellizzari's occupation?,"['photographer', 'photog', 'photographers']"
Petr Mlsna,occupation,politician,What is Petr Mlsna's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Neville Ashenheim,occupation,politician,What is Neville Ashenheim's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Nina Varlamova,occupation,politician,What is Nina Varlamova's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Lorena Corona Valdés,occupation,politician,What is Lorena Corona Valdés's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
"Sir Thomas Clarges, 3rd Baronet",occupation,politician,"What is Sir Thomas Clarges, 3rd Baronet's occupation?","['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Donald Robert Macgregor,occupation,politician,What is Donald Robert Macgregor's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Jari Porttila,occupation,journalist,What is Jari Porttila's occupation?,"['journalist', 'journo', 'journalists']"
David J. Brown,occupation,computer scientist,What is David J. Brown's occupation?,['computer scientist']
Honor Harger,occupation,curator,What is Honor Harger's occupation?,"['curator', 'museum curator', 'keeper']"
Clement Baker,occupation,politician,What is Clement Baker's occupation?,"['politician', 'political leader', 'political figure', 'polit.', 'pol']"
Alleppey Vincent,occupation,actor,What is Alleppey Vincent's occupation?,"['actor', 'actress', 'actors', 'actresses']"
Antoine Richard,place of birth,Fontainebleau,In what city was Antoine Richard born?,"['Fontainebleau', 'Fontaine-la-Montagne', 'Fontaine-le-Vallon']"
Sigrid D. Peyerimhoff,place of birth,Rottweil,In what city was Sigrid D. Peyerimhoff born?,['Rottweil']
Charles Hammock,place of birth,Philadelphia,In what city was Charles Hammock born?,"['Philadelphia', 'Philly', 'City of Brotherly Love', 'Cradle of Liberty', 'Philadelphia, Pennsylvania', 'City of Philadelphia', 'Philadelphia, PA']"
Petru Stoianov,place of birth,Vinga,In what city was Petru Stoianov born?,['Vinga']
Raju Kaji Shakya,place of birth,Dharan,In what city was Raju Kaji Shakya born?,['Dharan']
Jerrold Katz,place of birth,"Washington, D.C.",In what city was Jerrold Katz born?,"['Washington, D.C.', 'Washington', 'Washington DC', 'Washington, DC', 'DC', 'D.C.', 'District of Columbia', 'Washington, District of Columbia', 'Washington D.C.', 'The District']"
Roger McCardell,place of birth,Baltimore County,In what city was Roger McCardell born?,"['Baltimore County', 'County of Maryland', 'Baltimore County, Maryland']"
Alastair Heathcote,place of birth,Athens,In what city was Alastair Heathcote born?,['Athens']
Antonio Calcagni,place of birth,Recanati,In what city was Antonio Calcagni born?,['Recanati']
William Marshall Craig,place of birth,Manchester,In what city was William Marshall Craig born?,"['Manchester', 'Manchester, England']"
Philipp Crone,place of birth,Cologne,In what city was Philipp Crone born?,"['Cologne', 'Köln', 'Kreisfreie Stadt Köln', 'Cologne, Germany', 'Cologne (Germany)']"
I.P. Paul,place of birth,Thrissur,In what city was I.P. Paul born?,"['Thrissur', 'Thrichur', 'Thrissivaperur']"
Endre Bálint,place of birth,Budapest,In what city was Endre Bálint born?,"['Budapest', 'Buda Pest', 'Buda-Pest', 'Budapešť', 'Budapesta', 'Budapeszt', 'Buda', 'Ofen', 'Budín', 'Budim', 'Budon', 'Pest', 'Pešť', 'Pešta', 'Óbuda', 'Alt-Ofen', 'Kőbánya']"
Louis François Antoine Arbogast,place of birth,Mutzig,In what city was Louis François Antoine Arbogast born?,['Mutzig']
Austin Cuvillier,place of birth,Quebec City,In what city was Austin Cuvillier born?,"['Quebec City', 'Quebec', 'Ville de Québec', 'Québec', 'City of Québec', 'City of Quebec', 'Ville de Quebec', '3rd Summit of the Americas']"
Eduard Bargheer,place of birth,Finkenwerder,In what city was Eduard Bargheer born?,['Finkenwerder']
Andrian Mardiansyah,place of birth,Indonesia,In what city was Andrian Mardiansyah born?,"['Indonesia', 'Republic of Indonesia', 'id', 'ID', 'INA', 'IDN']"
Bert Myers,place of birth,Frederick,In what city was Bert Myers born?,"['Frederick', 'Frederick, Maryland', 'Frederick, MD']"
Dakota Collins,place of birth,Santa Barbara,In what city was Dakota Collins born?,"['Santa Barbara', 'Santa Barbara, California']"
Johann Christian Brand,place of birth,Vienna,In what city was Johann Christian Brand born?,"['Vienna', 'Wien', 'Vienna, Austria', 'W']"
Darley Waddilove,place of birth,Boroughbridge,In what city was Darley Waddilove born?,"['Boroughbridge', 'Boroughbridge, North Yorkshire', 'Boroughbridge, West Riding of Yorkshire', 'Boroughbridge, Yorkshire']"
Fernand Cornez,place of birth,Paris,In what city was Fernand Cornez born?,"['Paris', 'City of Light', 'Paris, France']"
Volodymyr O. Kravets,place of birth,Cherkasy Oblast,In what city was Volodymyr O. Kravets born?,"['Cherkasy Oblast', ""Cherkas'ka oblast'"", 'Cherkashchyna']"
Phil Williams,place of birth,Birkenhead,In what city was Phil Williams born?,['Birkenhead']
James M. Bingham,place of birth,Perry,In what city was James M. Bingham born?,"['Perry', 'Town of Perry']"
Jack Kachkar,place of birth,Damascus,In what city was Jack Kachkar born?,"['Damascus', 'Sham city', 'Jasmine city']"
Bob Geddins,place of birth,Texas,In what city was Bob Geddins born?,"['Texas', 'TX', 'Lone Star State', 'Texas, United States', 'State of Texas', 'US-TX', 'Tex.']"
Ferenc Paragi,place of birth,Budapest,In what city was Ferenc Paragi born?,"['Budapest', 'Buda Pest', 'Buda-Pest', 'Budapešť', 'Budapesta', 'Budapeszt', 'Buda', 'Ofen', 'Budín', 'Budim', 'Budon', 'Pest', 'Pešť', 'Pešta', 'Óbuda', 'Alt-Ofen', 'Kőbánya']"
Bastien Lecouffe-Deharme,place of birth,Vannes,In what city was Bastien Lecouffe-Deharme born?,"['Vannes', 'Cité des Vénètes', 'Gwened']"
Hans-Jörg Voigt,place of birth,Dresden,In what city was Hans-Jörg Voigt born?,"['Dresden', 'Elbflorenz', 'Drezda']"
Markus Ragger,place of birth,Klagenfurt,In what city was Markus Ragger born?,"['Klagenfurt', 'Celovec', 'Klagenfurt am Wörthersee']"
Leslie Douglas Jackson,place of birth,Brisbane,In what city was Leslie Douglas Jackson born?,"['Brisbane', 'Brisbane, Queensland']"
Ricardo Maliandi,place of birth,La Plata,In what city was Ricardo Maliandi born?,['La Plata']
Ernest Willows,place of birth,Cardiff,In what city was Ernest Willows born?,"['Cardiff', 'Caerdydd', 'Cardiff, Wales']"
Derek Lamb,place of birth,London,In what city was Derek Lamb born?,"['London', 'London, UK', 'London, United Kingdom', 'London, England', 'Modern Babylon']"
Andranik Migranyan,place of birth,Yerevan,In what city was Andranik Migranyan born?,"['Yerevan', 'Erivan', 'Erevan', 'The Pink City', 'Irevan', 'Iravan']"
Runa Akiyama,place of birth,Tokyo,In what city was Runa Akiyama born?,"['Tokyo', 'Tōkyō', 'Tôkyô', 'Tokyo-to', 'Tokyo Metropolitan prefecture', 'Tōkyō-to', 'Tôkyô-to', 'Tokyo Metropolis', 'Tokio', 'Tokyo Prefecture']"
Annika Billstam,place of birth,Uppsala,In what city was Annika Billstam born?,"['Uppsala', 'Upsala']"
Suad Nasr,place of birth,Cairo,In what city was Suad Nasr born?,"['Cairo', 'Cairo, Egypt']"
Jason Bourque,place of birth,Vancouver,In what city was Jason Bourque born?,"['Vancouver', 'City of Vancouver', 'Vancouver, BC', 'Vancouver, British Columbia']"
Beniamino Di Giacomo,place of birth,Porto Recanati,In what city was Beniamino Di Giacomo born?,['Porto Recanati']
Tim Alexander,place of birth,Chertsey,In what city was Tim Alexander born?,"['Chertsey', 'Chertsey, Surrey']"
Eric Defoort,place of birth,Ypres,In what city was Eric Defoort born?,"['Ypres', 'leper']"
Reinaldo Dalcin,place of birth,Canoas,In what city was Reinaldo Dalcin born?,['Canoas']
Bob Cremins,place of birth,Pelham Manor,In what city was Bob Cremins born?,"['Pelham Manor', 'Pelham Manor, New York']"
Léon-Lévy Brunswick,place of birth,Paris,In what city was Léon-Lévy Brunswick born?,"['Paris', 'City of Light', 'Paris, France']"
David Oppenheim,place of birth,Calabasas,In what city was David Oppenheim born?,"['Calabasas', 'Calabasas, California']"
Luis Reece,place of birth,Taunton,In what city was Luis Reece born?,['Taunton']
Eduardo Gudiño Kieffer,place of birth,Esperanza,In what city was Eduardo Gudiño Kieffer born?,"['Esperanza', 'Esperanza, Santa Fe']"
Greg Windsperger,place of birth,Minneapolis,In what city was Greg Windsperger born?,"['Minneapolis', 'Minneapolis, Minnesota', 'Minneapolis, MN', 'the 612']"
Nelson Vargas,place of birth,Holyoke,In what city was Nelson Vargas born?,"['Holyoke', 'The Paper City', 'The Venice of America', 'The Birthplace of Volleyball', 'The Chicago of Massachusetts', 'Holyoke, Massachusetts']"
Jorge Betancourt,place of birth,Matanzas,In what city was Jorge Betancourt born?,"['Matanzas', 'Matanza']"
