category,word,question,generated,expected
director,Debaki Bose,Who was the director of Sagar Sangamey?,"I am sorry, I do not have information on who directed Sagar Sangamey.",Debaki Bose
sport,association football,What sport does Université Nationale du Bénin FC play?,Association football.,association football
occupation,diplomat,What is Amin Amidu Sulemana's occupation?,I couldn't find any information on Amin Amidu Sulemana's occupation.,diplomat
director,Francis Lawrence,Who was the director of Pilot?,"I'm not aware of any information about a person named Francis Lawrence directing a project called ""Pilot"". However, I do know that Francis Lawrence directed the movie ""I Am Legend"" (2007), ""Water for Elephants"" (2011), ""The Hunger Games: Catching Fire"" (2013),",Francis Lawrence
author,Ivan Bunin,Who is the author of The Village?,"I couldn't find any information about a work called ""The Village"" written by Ivan Bunin.",Ivan Bunin
genre,alternative rock,What genre is Purple Toupee?,"I couldn't find any information on a well-known song or band called ""Purple Toupee"" in the context of alternative rock.",alternative rock
country,United States of America,In what country is WZRU?,I couldn't find any information about WZRU in the provided context.,United States of America
director,Benjamin Christensen,Who was the director of The Child?,Benjamin Christensen was the director of The Child.,Benjamin Christensen
director,Yim Ho,Who was the director of Kitchen?,Yim Ho was the director of Kitchen.,Yim Ho
screenwriter,Kirby Dick,Who was the screenwriter for Guy?,"I couldn't find any information about a film called ""Guy"" that Kirby Dick was involved in.",Kirby Dick
place of birth,Tokyo,In what city was Rie Oh born?,I don't have information on Rie Oh's birthplace.,Tokyo
religion,Catholic Church,What is the religion of Patrick Sheridan?,I cannot verify the religion of Patrick Sheridan.,Catholic Church
producer,Oleksandr Dovzhenko,Who was the producer of Aerograd?,The producer of Aerograd was Dovzhenko Film Studio.,Oleksandr Dovzhenko
country,United States of America,In what country is Poland?,"I don't have the information to answer that question. The context only mentions the United States of America, but it does not provide information about Poland's location.",United States of America
place of birth,Karlskoga,In what city was Mikael Eriksson born?,I do not have information on Mikael Eriksson's birthplace.,Karlskoga
capital,Girona,What is the capital of Ter?,"I couldn't find any information about a place called ""Ter"". However, I found that Girona is a city in the province of Girona, in the autonomous community of Catalonia, Spain.",Girona
occupation,journalist,What is Herlyn Espinal's occupation?,Herlyn Espinal is a journalist.,journalist
director,Hossein Shahabi,Who was the director of Ghost?,I cannot verify who the director of Ghost is.,Hossein Shahabi
screenwriter,Rex Ingram,Who was the screenwriter for The Arab?,"I'm sorry, but I do not have information on who the screenwriter for The Arab was.",Rex Ingram
country,Indonesia,In what country is Babo Airport?,I couldn't find the specific information about Babo Airport in the provided context.,Indonesia
genre,pop music,What genre is Hello?,"The song ""Hello"" by Adele is a ballad, but it can also be classified as a pop ballad.",pop music
producer,Arturo Ambrosio,Who was the producer of The Last Days of Pompeii?,I do not have information on who produced The Last Days of Pompeii.,Arturo Ambrosio
screenwriter,Manuel Puig,Who was the screenwriter for Boquitas pintadas?,Manuel Puig was the screenwriter for Boquitas pintadas.,Manuel Puig
producer,Wong Jing,Who was the producer of Set Up?,"I am sorry, I do not have information on the producer of the movie ""Set Up"".",Wong Jing
director,Augusto Genina,Who was the director of Heaven over the Marshes?,Augusto Genina was the director of Heaven over the Marshes.,Augusto Genina
genre,dansband,What genre is Martinez?,"I couldn't find any information on a specific genre called ""Martinez."" However, I found that Martinez is a type of dansband music, which is a genre of Swedish folk music.",dansband
occupation,actor,What is Đurđa Ivezić's occupation?,Đurđa Ivezić's occupation is an actor.,actor
place of birth,Surrey,In what city was Scott McCuaig born?,I'm not aware of any information about a person named Scott McCuaig.,Surrey
screenwriter,Carlos Hugo Christensen,Who was the screenwriter for Three Loves in Rio?,Carlos Hugo Christensen was the screenwriter for Three Loves in Rio.,Carlos Hugo Christensen
place of birth,Glendale,In what city was Ed Parker Jr. born?,I couldn't find any information on Ed Parker Jr. being born in Glendale.,Glendale
screenwriter,Adam Barr,Who was the screenwriter for Fear No More?,I couldn't find any information on a person named Adam Barr being the screenwriter for Fear No More.,Adam Barr
screenwriter,Margarethe von Trotta,Who was the screenwriter for The Promise?,"I couldn't find any information on a film called ""The Promise"" that Margarethe von Trotta was involved in.",Margarethe von Trotta
author,Ruth Ozeki,Who is the author of Click?,"I couldn't find any information about a book called ""Click"" written by Margo Lanagan. However, Margo Lanagan is an Australian author known for her young adult fantasy novels.",Margo Lanagan
genre,novella,What genre is Nightdreamers?,I cannot verify the genre of Nightdreamers.,novella
genre,progressive rock,What genre is Mission?,Mission is a progressive rock band.,progressive rock
author,Conrad Richter,Who is the author of The Fields?,Conrad Richter is the author of The Fields.,Conrad Richter
country,Serbia,In what country is Donji Matejevac?,I couldn't find the specific location of Donji Matejevac in the provided context.,Serbia
country,Turkey,In what country is Karahasanlı?,I couldn't find any information on Karahasanlı.,Turkey
composer,Miley Cyrus,Who was the composer of I Miss You?,"I couldn't find any information about a song called ""I Miss You"" by Miley Cyrus.",Miley Cyrus
director,Sinclair Hill,Who was the director of Take a Chance?,"I'm sorry, I do not have information on the director of Take a Chance.",Sinclair Hill
place of birth,Naples,In what city was Michele Tenore born?,I couldn't find any information on Michele Tenore's birthplace in the provided context.,Naples
place of birth,Scotland,In what city was William Anderson born?,I don't have enough information to determine which William Anderson you are referring to.,Scotland
sport,association football,What sport does Bence Balogh play?,I don't have information on Bence Balogh.,association football
director,Dariush Mehrjui,Who was the director of The Cycle?,Dariush Mehrjui was the director of The Cycle.,Dariush Mehrjui
father,"Edward Lloyd, 1st Baron Mostyn","Who is the father of Edward Lloyd-Mostyn, 2nd Baron Mostyn?","I do not have information on Edward Lloyd-Mostyn, 2nd Baron Mostyn.","Edward Lloyd, 1st Baron Mostyn"
author,Sam Shepard,Who is the author of Action?,"I'm not sure which ""Action"" you are referring to. However, I can tell you that Sam Shepard is an American playwright and author.",Sam Shepard
author,Hideyuki Kikuchi,Who is the author of The Sword of Shibito?,Hideyuki Kikuchi is the author of The Sword of Shibito.,Hideyuki Kikuchi
occupation,politician,What is P. J. Moloney's occupation?,I am unable to verify P. J. Moloney's occupation.,politician
author,H. Rider Haggard,Who is the author of Regeneration?,"I couldn't find any information about the author of ""Regeneration"" being H. Rider Haggard.",H. Rider Haggard
author,Laura Amy Schlitz,Who is the author of Splendors and Glooms?,Laura Amy Schlitz is the author of Splendors and Glooms.,Laura Amy Schlitz
country,Romania,In what country is Călmuș River?,Romania,Romania
author,Mo Hayder,Who is the author of Tokyo?,"I couldn't find any information about a book called ""Tokyo"" written by Mo Hayder.",Mo Hayder
director,Michele Lupo,Who was the director of California?,"I couldn't find any information about a film titled ""California"" directed by Michele Lupo.",Michele Lupo
sport,association football,What sport does Maxwell Griffin play?,I cannot verify what sport Maxwell Griffin plays.,association football
country,Ethiopia,In what country is CBE SA?,Commercial Bank of Ethiopia (CBE) is in Ethiopia.,Ethiopia
genre,indie rock,What genre is Criteria?,"I couldn't find any information about the band ""Criteria"" in the provided context. However, I found that there is an indie rock band called ""Criteria"" from the United States.",indie rock
producer,Vittorio De Sica,Who was the producer of The Roof?,"I am unable to verify the producer of ""The Roof"" directed by Vittorio De Sica.",Vittorio De Sica
screenwriter,Emmanuel Mouret,Who was the screenwriter for Another Life?,"I do not have information on the screenwriter for the movie ""Another Life"" starring Emmanuel Mouret.",Emmanuel Mouret
director,Noribumi Suzuki,Who was the director of Sukeban?,Noribumi Suzuki was the director of Sukeban.,Noribumi Suzuki
sport,association football,What sport does Eduard Campabadal play?,I don't have information on Eduard Campabadal.,association football
director,David Stevens,Who was the director of The Clinic?,"I'm not aware of any information about a person named David Stevens being the director of a film or show called ""The Clinic"".",David Stevens
producer,Lucio Battisti,Who was the producer of Amore e non amore?,"I couldn't find any information about the producer of the song ""Amore e non amore"" by Lucio Battisti.",Lucio Battisti
