Category,Entity,Question,Answer
Court Cases,NCAA,"When an opt-in deadline was set for schools to join the new compensation system created by the settlement, which organization set that deadline?","In the opt-in framework, NCAA was the organization setting participation deadlines. The deadline was part of implementing the settlement’s new governance and payment structure for member schools."
Court Cases,NCAA,"When direct payments under the settlement’s revenue-sharing framework began, which organization entered the new system era?","In the revenue-sharing start, NCAA was the organization entering the new compensation structure. The launch marked the beginning of direct athlete payments under the settlement’s implementation timeline."
Court Cases,Harvey Weinstein,"In a New York retrial on sex-crime charges, which defendant began jury selection?",Harvey Weinstein
Court Cases,Harvey Weinstein,"After a prior conviction was overturned, which defendant’s retrial moved into opening statements?",Harvey Weinstein proceeded to opening statements in the retrial.
Court Cases,Harvey Weinstein,"When the retrial reached closing arguments, which defendant’s case was submitted for jury consideration?","The defendant at closing arguments was Harvey Weinstein, in the retrial."
Court Cases,Harvey Weinstein,"When jurors began deliberating after weeks of testimony, which defendant awaited the verdict?","In the deliberations phase, Harvey Weinstein was the defendant awaiting a decision."
Court Cases,Harvey Weinstein,"After jurors returned a split outcome that included at least one conviction and at least one acquittal, which defendant received that partial verdict?","In the split verdict, Harvey Weinstein was the defendant convicted on one count and acquitted on another. The jury’s decision did not resolve every charge, leaving the case partly unsettled at that moment."
Court Cases,Harvey Weinstein,"When the judge declared a mistrial on a remaining count after jury problems, which defendant’s retrial was affected?","In the mistrial ruling, Harvey Weinstein was the defendant affected on the unresolved count. The judge ended that portion of the case after concluding the jury could not properly reach a verdict under the circumstances."
Court Cases,OpenAI,"In a lawsuit filed by a prominent tech founder, which company defeated an effort to obtain a preliminary injunction?",OpenAI
Court Cases,OpenAI,"In a copyright dispute where the court ordered preservation of certain user-interaction data, which company was subject to that preservation directive?",OpenAI was subject to the preservation directive in the dispute.
Court Cases,OpenAI,"After the preservation directive, which company publicly stated it was challenging the scope of the demand while following the court’s order?","The company responding publicly was OpenAI, according to its statement."
Court Cases,OpenAI,"When the preservation requirements in that copyright case were later described as having ended, which company said the obligations had concluded?","In that update, OpenAI was the company stating the obligations had concluded."
Court Cases,OpenAI,"In a federal ruling that allowed key copyright claims to continue past early motions, which company was one of the defendants that did not get the case dismissed?","In the motion-to-dismiss stage, OpenAI was among the defendants that did not end the case. The ruling kept core claims alive and moved the litigation into further proceedings such as discovery."
Court Cases,OpenAI,"In an antitrust case brought by a rival tech platform where the judge refused to dismiss major claims, which company remained in the suit?","In the antitrust case, OpenAI was the company that remained in the suit after dismissal bids failed. The court’s decision kept the litigation on track and preserved the plaintiff’s central theory for later adjudication."
Court Cases,Stability AI,"In a U.K. proceeding that addressed whether a collective-style claim could be brought against an AI-image company, which defendant was involved?",Stability AI
Court Cases,Stability AI,"In case-management directions about sampling and evidence in a U.K. copyright dispute, which company was the AI defendant?",Stability AI received case-management directions on sampling evidence.
Court Cases,Stability AI,"When a U.K. High Court trial involving alleged misuse of copyrighted material began, which company was on the defense side?","The defendant in that trial was Stability AI, in the High Court."
Court Cases,Stability AI,"During the same litigation, which company faced a notable narrowing of claims as the case progressed in court?","In the narrowing of claims, Stability AI was the defendant affected."
Court Cases,Stability AI,"In a High Court judgment that addressed key jurisdiction and infringement questions in the dispute, which company was the AI defendant?","In the High Court judgment, Stability AI was the company at the center of the jurisdiction and infringement analysis. The decision resolved important threshold issues and shaped what parts of the case could proceed in that forum."
Court Cases,Stability AI,"After the judgment, which company obtained permission to appeal aspects of the High Court’s conclusions?","In the post-judgment phase, Stability AI was the company that obtained permission to appeal. The appeal step kept the litigation active and shifted focus to review of specific legal findings."
Court Cases,Purdue Pharma,"In bankruptcy negotiations over a major settlement framework, which company announced a new deal to resolve large-scale claims?",Purdue Pharma
Court Cases,Purdue Pharma,"In follow-on bankruptcy filings, which company submitted a revised plan to implement the settlement?",Purdue Pharma filed a revised bankruptcy plan.
Court Cases,Purdue Pharma,"When the bankruptcy judge approved a disclosure statement and launched the creditor voting process, which company’s plan advanced?","The plan that advanced belonged to Purdue Pharma, under the court order."
Court Cases,Purdue Pharma,"After creditor voting produced overwhelming support for the plan, which company reported the results in court filings?","In the vote results, Purdue Pharma was the company reporting overwhelming support."
Court Cases,Purdue Pharma,"When the court held a confirmation hearing to decide whether to approve the reorganization, which company’s plan was on the line?","At the confirmation hearing, Purdue Pharma was the company seeking final approval. The hearing evaluated whether the proposed restructuring satisfied bankruptcy requirements and could be confirmed."
Court Cases,Purdue Pharma,"After the judge confirmed the restructuring plan, which company moved toward exiting bankruptcy under that court-approved framework?","Following confirmation, Purdue Pharma was the company positioned to exit bankruptcy under the approved framework. The ruling finalized a path forward for resolving claims through the reorganized structure and settlement funding."
